rid,id,text
262,262:6,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations."
262,262:7,This comes in very handy for me as an educator.
262,262:8,iPhotos is an excellent program for storing and organizing photos.
262,262:9,It allows you to automatically upload photos to your Facebook account with one click.
262,262:10,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture."
262,262:11,"If you are looking for something reliable, this is the laptop for you."
262,262:12,"Even though it is much more expensive than many PC laptops, it is worth the price."
231,231:0,This computer was awful!
231,231:1,I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.
231,231:2,The computer first started malfunctioning 3 months after purchasing it.
231,231:3,It does not keep internet signals no matter where you bring it.
231,231:4,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all."
231,231:5,"When calling Dell for help, reurn, or a new computer they were not useful and left it up to myself to figure out what to do with it."
231,231:6,"One year of trying to fix the computer by myself, with help of friends, and even help from computer experts I have given up on trying to fix it."
231,231:7,"This computer was awful, I would never recomend it to another person."
231,231:8,Those moments in thime where you want to throw something against the wall?
231,231:9,"Yeah, I wanted to throw that lap top out the window and light it on fire."
231,231:10,That's how frustrating it was.
379,379:0,"It is so simple to use, I use it more than my desktop."
379,379:1,"It is well worth the money it cost, Very good investment."
37,37:0,The new Macbook Pro 15 inch i7 is nothing short of amazing.
37,37:1,The speed is incredible and I am more than satisfied.
37,37:2,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor."
320,320:0,"BOUGHT FROM WAL-MART, I BELIEVE THAT THIS LAPTOP WAS A REPAIRED ITEM."
320,320:1,THIS LAPTOP WAS BAD FROM THE FIRST DAY OF USE----BROUGHT IT BACK TO STORE FOR RETURN OF MONEY.
320,320:2,NOW AM VERY APREHENSIVE ABOUT TOSHIBA LAPTOPS.
320,320:3,WILL NOT EVERY BUY ANOTHER--------LOU
319,319:0,This is a great value for the money.
319,319:1,We purchased this as a back up computer after our more expensive HP needed to be repaired.
319,319:2,This is a great computer.
319,319:3,We haven't had any problems with it at all.
319,319:4,The body is a bit cheaply made so it will be interesting to see how long it holds up.
319,319:5,"Overall though, for the money spent it's a great deal."
307,307:0,I still see the benefits of a PC when I do not know how to do something on my mac.
307,307:1,"But let me tell you, the mac book pro is so professional."
307,307:2,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.
307,307:3,"For example, when my husband turns the light out while I'm on the computer. the screen brightness automatically adjusts."
307,307:4,The keyboard is like no other laptop keyboard.
307,307:5,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.
307,307:6,"Oh, it is such a great piece of equipment."
307,307:7,"One suggestion I do have, is to not bother getting Microsoft office for the mac expecting it will work just like you knew it to on a PC."
307,307:8,"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs."
307,307:9,Having someone give you a quick tour of how to's is the best.
307,307:10,So you don't get frustrated the first few weeks.
306,306:0,"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room."
306,306:1,Very long-life battery (up to 10-11 hours depending on how you configure power level settings).
306,306:2,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine."
306,306:3,"I play a lot of casual games online, and the touchpad is very responsive."
306,306:4,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does."
306,306:5,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out."
306,306:6,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.
306,306:7,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.
3,3:0,I have used both PCs and Macs and I have to say that I really really love my Mac Book Pro.
3,3:1,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs."
3,3:2,Everything from the design to the OS is simple and to the point.
3,3:3,LOVE IT LOVE IT LOVE IT!
312,312:0,It really is perfect for work and play.
312,312:1,I am able to play 720p and 1080p media files just fine with it.
312,312:2,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.
312,312:3,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that."
312,312:4,"I upgraded it's RAM to 2GB, I am very happy with it."
390,390:0,lots of preloaded software.
390,390:1,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow."
390,390:2,"tosiba has a good reputation, my llast computer was an acer."
390,390:3,this is starting off good.
389,389:0,What a great little laptop.
389,389:1,Maybe not the cutting edge (Satellite L455D) but it is a workhorse.
389,389:2,I bought it to use in college and it is perfect.
389,389:3,I dual boot with Linux and that other security-prone OS and it performs flawlessly.
389,389:4,I made a perfect decision when I bought the Toshiba!
370,370:0,Excellent product for the money.
370,370:1,"No problems, no lock ups, no disappointments."
370,370:2,"Not super fancy, but not super expensive either."
370,370:3,"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc."
370,370:4,Highly recommend for daily use.
370,370:5,"We now own two of these, identical."
115,115:0,As an owner of a Toshiba Satalite laptop computer things you should know before you buy.
115,115:1,The Computer itself is a good product but the repair depot stinks.
115,115:2,I have had to send in my laptop three times to get it fixed.
115,115:3,Two of the times was in one month.
115,115:4,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.
115,115:5,Toshiba does not send any one out unless you have paid extra to have the on site repair done.
115,115:6,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.
115,115:7,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.
115,115:8,As well as having the plug in the computer come loose.
115,115:9,This has happened three times so far.
115,115:10,Two times with in one month.
115,115:11,"I am not one to throw things like this around but it is a laptop so carrying it around does seem to mean it will be jerked possibly a little, while driving a car and carrying it into where ever you are using it."
115,115:12,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.
115,115:13,It still seems to be a little lose now but so far seems to be hanging in there.
12,12:0,The Mac Book Pro performs flawlessly.
12,12:1,"Never had a single problem, and don't have to worry about viruses."
12,12:2,"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops."
12,12:3,Worth the investment and truly a fine piece of equipment.
168,168:0,"Right out of the box, this little netbook did everything I asked of it, including streaming the everyday video you're bound to encounter checking mail and websites (my biggest complaint previously)."
168,168:1,"It even has a great webcam, and Skype works very well."
168,168:2,The fact that you can spend over $100 on just a webcam underscores the value of this machine.
168,168:3,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics."
168,168:4,"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price."
168,168:5,"This netbook is a perfect supplementary computer to another laptop or desktop (my wife and I have another laptop), or if you are a user who uses the computer for simple tasks."
168,168:6,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!)."
168,168:7,"Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time."
168,168:8,"ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them."
351,351:0,little short on RAM but you get what you pay for.
351,351:1,"the hinge design forced you to place various connections all around the computer, left right and front."
351,351:2,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person."
351,351:3,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
351,351:4,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time."
134,134:0,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.
134,134:1,The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.
134,134:2,I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.
134,134:3,They were totally unconcerned that the computer was not correctly repaired in the first place.
134,134:4,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.
134,134:5,The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue.
134,134:6,Instead it is sitting in West Verginia waiting for UPS to take two days to send Me a box and Two days for them to ship the computer some 691 miles by air? to Louisville Ky.
134,134:7,By Air sounds more like by truck to Me.
134,134:8,And Toshiba is totally unconcerned.
134,134:9,The reaction of Toshiba is there is nothing you can do about it so just sit back and except the fact that you are powerless and it is mind over matter.
134,134:10,We don't Mind and You don't Matter.
134,134:11,I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.
134,134:12,When it come time for warranty service to Toshiba you don't matter.
112,112:0,Windows Vista makes this computer almost unusable for online service.
112,112:1,I've tried going back to XL but there still problems.
112,112:2,The technical service for dell is so 3rd world it might as well not even bother.
112,112:3,Just a bunch of idiots who's English as a 5th language is forced at best.
112,112:4,I'm all for saving money but Dell needs to step it up.
324,324:0,Good price.
324,324:1,Basic computer.
324,324:2,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).
324,324:3,It has worked fine.
328,328:0,Handles all my basic media needs easily.
328,328:1,Can listen to my music and watch my videos with ease and with a great display.
328,328:2,It is speedy when connected wirelessly to any network regardless if the connection is weak or not.
328,328:3,It's a great prodcut to handle basic computing needs.
380,380:0,I've had this laptop for about a month now.
380,380:1,It has served my needs quite nicely for the most part.
380,380:2,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown."
380,380:3,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft."
380,380:4,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.
380,380:5,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range."
380,380:6,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities."
391,391:0,Let me start with the good:So awesome.
391,391:1,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port."
391,391:2,This is my second MacBook.
391,391:3,"The first one I had was a 2006 model, not the Pro."
391,391:4,I fell in love with it.
391,391:5,This one has had the same effect.
391,391:6,"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features."
391,391:7,"The improvements to the OS have been relatively gradual, but substantive."
391,391:8,The feel of this machine compared to the old MacBook is far superior.
391,391:9,"The Unibody construction is solid, sleek and beautiful."
391,391:10,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy."
391,391:11,"For the not so good, I got the stock screen - which is VERY glossy."
391,391:12,It's still beautiful and has better color reproduction than I could ever expect from a notebook.
391,391:13,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.
391,391:14,My real problem with it?
391,391:15,The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.
391,391:16,I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.
391,391:17,The first full charge of this battery got me only about 2 full hours.
391,391:18,Enabling the battery timer is useless.
391,391:19,"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes."
391,391:20,It's a joke.
391,391:21,It's so bad that I'm thinking I only got half a battery or something.
391,391:22,I know what 7 hrs of battery looks like.
391,391:23,This ain't it.
391,391:24,My only other complaint is that it gets really hot.:-)
391,391:25,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied."
318,318:0,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists)."
318,318:1,Other than that its a great performing machine and well meets all my needs and more.
318,318:2,Great product by Apple with the new great looking design.
121,121:0,"This computer was bought because I wanted ""top of the line"", fast, reliable, HA."
121,121:1,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap."
121,121:2,"It was slow, locked up, and also had hardware replaced after only 2 months!"
121,121:3,"So, buyers beware!"
366,366:0,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.
366,366:1,So we exchanged it for the same on and after 2 hours it didn't work.
366,366:2,I went with him and we picked this one.
366,366:3,"It is made better, thicker, and all out tough!"
366,366:4,I droped this once from thetable when my baby girl grabed me one day and IT is still working with NO issues!
366,366:5,"I love the easy to see screen, and It works well for work, persoal or just play."
366,366:6,I tell everyone I see out looking to get this or another Toshiba.
366,366:7,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!"
366,366:8,My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!
366,366:9,"I just love this lap top, I just wish it were all silver or they had all black."
366,366:10,That is my only complaint!
366,366:11,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!
366,366:12,WOULD PAY MORE FOR IT IF I HAD TOO!
300,300:0,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.
300,300:1,It still serves me well both in business and home needs.
300,300:2,"It is, however, very heavy."
300,300:3,I recently purchased the mini and absolutely love it!
300,300:4,It meets all my needs for work and pleasure while traveling.
300,300:5,I am totally satisfied with my little toshie!
175,175:0,From the moment I opened the box to the present it has been a great joy.
175,175:1,"It is always reliable, never bugged and responds well."
175,175:2,I love the operating system and the preloaded software.
288,288:0,I am a freelance graphic artist.
288,288:1,I need graphic power to run my Adobe Creative apps efficiently.
288,288:2,This machine delivers.
288,288:3,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.
288,288:4,It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.
288,288:5,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.
288,288:6,It is a bit heavy.
288,288:7,It would be a load on long trips where a lot of walking is required.
288,288:8,"If that is the case for you, I would suggest a pull-behind solution when looking at cases."
288,288:9,Had some trouble finding a case that it would fit in.
288,288:10,"This is an over-sized, 18-inch laptop."
288,288:11,Most of the large bags are for a 17 inch.
288,288:12,You may need to special order a bag.
288,288:13,It wouldn't fit in most 17-inch bags.
288,288:14,I was disappointed when I realized that the keyboard doesn't light up on this model.
288,288:15,It also does not have bluetooth.
288,288:16,Pay attention to the specs if you want these options.
288,288:17,You'll need to upgrade and pay a little more for them.
288,288:18,I should have been more observant.
288,288:19,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard."
288,288:20,They are not.
288,288:21,"Overall, still a very nice machine."
288,288:22,Boots up fast and runs great!
288,288:23,I'm pleased.
289,289:0,The acer one compuer is a great computer.
289,289:1,I didn't want to buy a generic brand computer but it is really nice.
289,289:2,"Its fast, has High definition quality in the videos."
289,289:3,The pictures are clear as can be.
289,289:4,"If I had to buy another computer, I would most definetly buy an acer one computer."
289,289:5,"Heck, if I had enough ' money, I would but it as a gift for someone."
289,289:6,Im glad that it has such great features in it.
289,289:7,It also came with a built it web cam which is great because I can see an communicate with my family members back home.
289,289:8,Clear picture on it and everything.
289,289:9,"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer."
289,289:10,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it."
289,289:11,Its good for playing my apps on Facebook or watching movies.
289,289:12,Im very happy with this computer!
302,302:0,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows."
302,302:1,It's solid.
302,302:2,Love the stability of the Mac software and operating system.
302,302:3,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.
302,302:4,It seems to be incompatible with everything else.
302,302:5,But the machine is awesome and iLife is great and I love Snow Leopard X.
303,303:0,i love to use it it is esay and light.
303,303:1,this laptop is durable and it is easy to travel with.
303,303:2,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.
303,303:3,this laptop is great for work and doing my pictures.
303,303:4,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing."
303,303:5,the programs are esay to use and are quick to process this computer works like a charm.
303,303:6,i can use it for all of my needs.
303,303:7,i give this laptop a five star review i love it and it has done chams for me.
303,303:8,if this computer every breaks down on me i will most definatly get the same one again.
303,303:9,i think that anyone looking for a good durrable laptop then this is the way to go.
304,304:0,From the second you open the box you will fall in love with this computer!
304,304:1,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.
304,304:2,"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!"
304,304:3,"Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion."
304,304:4,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!"
304,304:5,Apple continues to shine and provide a much more enjoyable computer experience!
31,31:0,"From the start, when you open the box you see a completely different class of machine."
31,31:1,The ease in which you set everything up is such that a child could do it.
31,31:2,"The screen is bright and clear, the operating system is solid and friendly to a novice."
31,31:3,"Fast, fast and fast, the web pages just fly by."
31,31:4,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour."
31,31:5,That includes transferring my music and movies.
31,31:6,Good bye BLUE SCREEN and Critical errors!!!!
31,31:7,Skype is just so dang cool with this machine too.
31,31:8,I can hardly wait to see whats around the next corner.
31,31:9,"My Iphone synced right up just like a person would expect, unlike the PCs in our lives."
31,31:10,If only Bill Gates would read some of what is said here MS would do a better job.
31,31:11,"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer."
31,31:12,It is light and the battery last a very long time.
31,31:13,Very fast boot up and shut down.
314,314:0,"been a PC user for many, many years."
314,314:1,"Let me tell you, this machine is great."
314,314:2,"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc."
314,314:3,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC."
314,314:4,The most amazing part to me as a PC user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.
314,314:5,The only time I have restarted is during system updates.
314,314:6,great machine if you want to drop the cash for one.
317,317:0,"Ok, this is probably the best laptop series ever devised by Apple."
317,317:1,The case is carved out of a single block of aluminum.
317,317:2,"Although I opted for the lowest end MacBook Pro, this thing holds its own."
317,317:3,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software."
317,317:4,That is how it is able to function better than any other PC.
317,317:5,I have recommended this laptop to everyone I know who is buying one.
317,317:6,"I like it so much, I bought another just for my wife."
331,331:0,Took it back as it was defective.
331,331:1,Page just disapeared after you got yahoo or downloaded something.
331,331:2,Couldn't keep a page up you were working on!
356,356:0,was a great deal i will give that.
356,356:1,the laptop preformed pretty well.
356,356:2,it cant fuction well with lots of webpages open at once.
356,356:3,it has times were it freezes for 10 seconds and then starts again.
356,356:4,"the mouse on the pad, the left button always sticks."
356,356:5,the mouse is way way way to sensitve.
356,356:6,i tried turning it done but it did nothing.
356,356:7,the mouse jumps around all the time and it clicks stuff i dont want it too.
356,356:8,its not bad just VERY VERY annoying.
356,356:9,think i would spend little extra to get a better made laptop.
363,363:0,I am very happy with this laptop.
363,363:1,For the price and what I get out of it has exceeded my expectations.
363,363:2,I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.
296,296:0,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers."
296,296:1,Amazing Quality!
296,296:2,Plus stylish.
296,296:3,"The big screen allows you to enjoy watching movies , pictures and etc!"
296,296:4,"The flaws are, this computer is not for computer gamers because of the OS X."
296,296:5,Mac is not made for gaming.
296,296:6,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.
296,296:7,"Second, it gets scratches easily and when it gets old some thing may operated"
346,346:0,Was not happy with one of the programs on it.
346,346:1,"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial."
346,346:2,"Also, the extended warranty was a problem."
346,346:3,The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.
346,346:4,"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves."
343,343:0,I took 3-4 years researching brands and prices of laptops.
343,343:1,I finally decided on this laptop because it was the right price for what I need it.
343,343:2,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased."
343,343:3,So I'm disappointed in that because communicating with my relatives out of the area is a priority.
343,343:4,"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc."
343,343:5,"I don't have that additional money right now, and therefore wouldn't have purchased it at this time."
343,343:6,Those things are very important - vital even!
343,343:7,So think about factoring those things in when you purchase.
343,343:8,I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.
343,343:9,I will have to purchase Spy ware or Nortell for privacy protection.
343,343:10,Thank you.
32,32:0,I bought this eMachines Notebook PC in January of this year and I am highly dissatisfied with it.
32,32:1,The Internet Explorer was very slow from the very beginning.
32,32:2,"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it."
32,32:3,I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.
32,32:4,"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes."
32,32:5,"This Notebook restarts every time there is a new update, so if you don't save your files and information, everything will be lost."
32,32:6,Another issue I have with it is the battery.
32,32:7,Maybe three or four months ago it started blinking all of the sudden.
32,32:8,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge."
32,32:9,"It is not even a year old yet, so I would definitely not recommend it to anyone."
32,32:10,Don't waste your money!
48,48:0,This laptop is the most amazing little peice of machinery I have owned outside of the Iphone.
48,48:1,"It took me a while top get away from the land of PCs, but now that I have, I can't see myself going back to it."
48,48:2,The laptop is gorgeous.
48,48:3,"It is sleek, smooth, and lightweight."
48,48:4,It is easily portable and I take it everywhere I go and might require internet access.
48,48:5,The screen is very large and crystal clear with amazing colors and resolution.
48,48:6,The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.
48,48:7,The processor is very quick and effective as I load webpages and applications.
48,48:8,It is quiet and a real joy to watch work.
48,48:9,I love it and will probably get another one when this goes to the Laptop in the sky!!
383,383:0,Overall this laptop is great.
383,383:1,"It has plenty of memory, lots of hard drive, and great graphics."
383,383:2,It runs very quiet too which is a plus.
383,383:3,The only bad thing about it is they give you the worst batteries possible.
383,383:4,They only stay charged a little over an hour.
383,383:5,"Laptops are usually used on the go, so why not give you a better battery?"
372,372:0,This a starter notebook.
372,372:1,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.
372,372:2,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.
372,372:3,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.
372,372:4,I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.
372,372:5,It is a cheap throw together.
372,372:6,Save your money and go for a better device.
375,375:0,This laptop is a great price and has a sleek look.
375,375:1,Runs smooth and quick.
375,375:2,"I wish it had a webcam though, then it would be perfect!"
376,376:0,I Love my new computer!
376,376:1,Its fast and another thing I like is that it has three USB ports.
376,376:2,I love to write and play with graphics and html programming and my new Toshiba works great on both!
376,376:3,Thank you for your great product!
377,377:0,Everything about this computer is easy to use.
377,377:1,wonderful features.
377,377:2,The only thing is that the battery won't last more than 1/2 an hour.
377,377:3,It discharges too quickly.
377,377:4,"Kind of annoying, but I still love the laptop."
387,387:0,It has good speed and plenty of hard drive space.
387,387:1,The only downfall is the volume control.
387,387:2,The wheel that turns the volume up and down doesn't work in real time.
387,387:3,I have to keep turning it until it decides to lower and there is no mute.
290,290:0,I bought my macbook a few months ago and it has been my baby ever since.
290,290:1,I love it so much.
290,290:2,"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming."
290,290:3,"The best thing is even while doing almost ten or twenty things at once, it never slows down."
290,290:4,It's just as fast with one program open as it is with sixteen open.
290,290:5,It works exactly like it did the day I took it out of the box.
290,290:6,GREAT INVESTMENT!
361,361:0,I purchased this laptop while on a business trip to keep up with my email.
361,361:1,I had left my regular laptop at home and needed something to use while out of town .
361,361:2,The price and features more than met my needs.
361,361:3,I love WIndows 7 which is a vast improvment over Vista.
361,361:4,The feature are good enough for what I need.
45,45:0,I love my macbook pro!
45,45:1,I have been a mac user since the mid 90s.
45,45:2,I grew up in a design family so it only made sense.
45,45:3,My laptop is almost 2yrs old and I have never had any problems with it.
45,45:4,If you are a PC user looking to convert I would HIGHLY recommend it!
45,45:5,It may take a little getting used to but you don't have to worry about viruses or other headaches.
45,45:6,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.
45,45:7,I am ADDICTED to photo booth!
45,45:8,It is SO much fun to play with.
45,45:9,I work with kids and they love making short videos on there.
45,45:10,"I am able to organize my pics, music and files easily."
45,45:11,If you have any creativity in you do yourself a favor and get a mac!
291,291:0,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc."
291,291:1,I love the keyboard.
291,291:2,Most laptops and notebooks are difficult to key on.
291,291:3,This unit is not.
173,173:0,The display is awesome.
173,173:1,The resolution is even higher then any other laptop on the market.
173,173:2,Only thing I would want to add to this is an internal bluray read/write drive.
173,173:3,But other than that I am blown away by all the features this laptop offers.
36,36:0,I think this computer is super lame.
36,36:1,I dont understand how anyone can think this is a great product worth purchasing.
36,36:2,I went to my local Best Buy looking for a new laptop since mine broke.
36,36:3,I decided to get this pile of crap on a whim and totally freaking regret it.
36,36:4,It doesnt work worth a damn.
36,36:5,The display is beyond horrible.
36,36:6,I can not even read what I am writing half of the time.
36,36:7,"There are so many things wrong with this product, it just makes me want to set my self on fire!"
36,36:8,I would totally recommend any other laptop over this pile of grabage.
36,36:9,"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls."
36,36:10,Not to mention it has shit gigs.
36,36:11,I could not even put my entire music collection on this garabage.
36,36:12,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.
88,88:0,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding."
88,88:1,"got another 1, and same issue."
88,88:2,I am taking back today.
88,88:3,Don't waste your money or time.
88,88:4,"Very dissappointed becase I have had toshibas for years, and never a issue."
155,155:0,STOPPED BOOTING UP less than a week after my one-year warranty was up.
155,155:1,Toshiba knows there is a manufacturing defect but will not acknowledge it.
155,155:2,"Summary: After doing some investigation on the web, I have found that Toshiba NB205s are not chronically not booting."
155,155:3,"Apparently there is a manufacturing defect, something with the amount of thermal paste."
155,155:4,TOSHIBA WILL NOT ACKNOWLEDGE THIS PROBLEM.
155,155:5,"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support."
155,155:6,I loved the netbook (minus the fact that it was windows OS) until this started happening.
155,155:7,"But if you can't make your product last more than a year, you will not get my business again."
71,71:0,I've had my MacBook Pro for three years now and still love it!
71,71:1,"In those three years, I've had a couple of minor problems and both were resolved by Apple quickly and easily."
71,71:2,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan."
71,71:3,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery."
71,71:4,"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet."
71,71:5,"While there are occasions that my computer will freeze or will need to be manually shut down, this occurs far less frequently than on PC computers and laptops that I've used."
71,71:6,The iLife software that comes with the computer is so simple to use and produces a great finished product.
71,71:7,I highly recommend this product!
