rid,id,text
g187147-d1931769-r208098047,g187147-d1931769-r208098047:4,Choix de dessert quasi inexistant.
g187147-d1931769-r208098047,g187147-d1931769-r208098047:5,À volonté c'est beaucoup dire.
g187147-d2001829-r195744098,g187147-d2001829-r195744098:0,L endroit est sympa mais le service du personnel n était pas au rendez vous
g187147-d2001829-r195744098,g187147-d2001829-r195744098:1,La nourriture est moyenne
g187147-d2001829-r195744098,g187147-d2001829-r195744098:2,Le choix est limité (idéal pour les petits appétits )
g187147-d2001829-r195744098,g187147-d2001829-r195744098:3,Pas de viennoiserie pour un brunch pas top même si le concept est américain on est en France et le minimum aurait été un croissant
g187147-d2001829-r195744098,g187147-d2001829-r195744098:4,Le personnel ne surveille pas vos assiettes et l on est obligé d insister pour se faire servir
g187147-d2001829-r195744098,g187147-d2001829-r195744098:5,Le seul point positif est le chocolat chaud
g187147-d2001829-r198367000,g187147-d2001829-r198367000:0,"Jolie déco, bonne musique, nourriture d'un rapport qualité/prix correcte...un établissement qui serait des plus agréables si le service n'était pas détestable et tout sauf professionnel :"
g187147-d2001829-r198367000,g187147-d2001829-r198367000:1,- Un chef de rang mal aimable qui vous donne l'impression de déranger après avoir à peine poser un pied dans l'établissement
g187147-d2001829-r198367000,g187147-d2001829-r198367000:2,- Des serveuses/serveurs sous pression (y compris en tout début de service lorsque l'endroit est quasi-vide) et d'une impolitesse rare
g187147-d2001829-r198367000,g187147-d2001829-r198367000:3,- Mention spécial au barman qui semble être la seule personne sympathique de l'endroit
g187147-d2001829-r198367000,g187147-d2001829-r198367000:4,
g187147-d2001829-r198367000,g187147-d2001829-r198367000:5,"En bref, la qualité du service est un comble pour un établissement mettant en avant ses influences new-yorkaise!"
g187147-d2001829-r198367000,g187147-d2001829-r198367000:6,"Après une 4ème visite et un constat identique, je n'y remettrais plus les pieds!"
g187147-d2058328-r229960356,g187147-d2058328-r229960356:0,"Disons le clairement, il s'agit de notre restaurant préféré à Paris!"
g187147-d2058328-r229960356,g187147-d2058328-r229960356:1,Nous y avons été 5 ou 6 fois déjà et à chaque fois nous nous sommes régalés pour un prix très raisonnable compte tenu de la qualité et du fait que nous sommes à Paris.
g187147-d2058328-r229960356,g187147-d2058328-r229960356:2,Jeudi dernier nous avons particulièrement apprécié l'échine de cochon confite avec ses gnocchis (les meilleures que j'ai été amené à goûter) et ses girolles.
g187147-d2058328-r229960356,g187147-d2058328-r229960356:3,"En dessert, en plus de l'incontournable tarte au citron servie autrement, nous nous sommes également régalés avec la brioche perdue...Superbe!"
g187147-d2058328-r229960356,g187147-d2058328-r229960356:4,"Entrée, plat, dessert à 30€ le soir, verre de vin à 8€."
g187147-d2058328-r229960356,g187147-d2058328-r229960356:5,"Bref, dès que nous avons une occasion à fêter, nous allons dans ce restaurant."
g187147-d2058328-r229960356,g187147-d2058328-r229960356:6,"Dernier point, la salle est sobre et de bon goût!"
g187147-d2084844-r196203175,g187147-d2084844-r196203175:0,tout était très bien : accueil - déco - repas !
g187147-d2084844-r196203175,g187147-d2084844-r196203175:1,tous les ingrédients sont réunis pour passer une très bonne soirée !
g187147-d2084844-r196203175,g187147-d2084844-r196203175:2,tarif très abordable - j'ai déjà très envie d'y retourner pour faire découvrir notre coup de coeur à nos amis !!
g187147-d2084844-r196203175,g187147-d2084844-r196203175:3,
g187147-d2087172-r264852052,g187147-d2087172-r264852052:0,Une grande déception!
g187147-d2087172-r264852052,g187147-d2087172-r264852052:1,"La carte annonce des plats frais et savoureux et nous avons malheureusement eu des mets quelconques, voir très passables à des tarifs dépassant la prestation."
g187147-d2087172-r264852052,g187147-d2087172-r264852052:2,Je vous le déconseille...
g187147-d2138896-r246046753,g187147-d2138896-r246046753:0,"Le service est médiocre , la nourriture mauvaise et la note est trés haute ."
g187147-d2138896-r246046753,g187147-d2138896-r246046753:1,A éviter .
g187147-d2138896-r246046753,g187147-d2138896-r246046753:2,Je ne peux pas donner des notes .
g187147-d2146860-r282299845,g187147-d2146860-r282299845:0,"Un petit bistrot de quartier sympa, on y mange bien et le service est agréable."
g187147-d2146860-r282299845,g187147-d2146860-r282299845:1,"Plats de bistrot classiques, pour des prix ""parisiens"" (15-20 euros)."
g187147-d2146860-r282299845,g187147-d2146860-r282299845:2,"Allez y si vous vivez dans le quartier, ou le midi où les formules sont plus abordables."
g187147-d2146860-r282299845,g187147-d2146860-r282299845:3,"La terrasse pendant l'été est très sympa et assez spacieuse, idéal pour boire un verre."
g187147-d2174563-r234071343,g187147-d2174563-r234071343:0,Le seul point fort c'est la terrasse.
g187147-d2174563-r234071343,g187147-d2174563-r234071343:1,Très agréable.
g187147-d2174563-r234071343,g187147-d2174563-r234071343:2,Service quasiment inexistant.
g187147-d2174563-r234071343,g187147-d2174563-r234071343:3,Mais où vont-ils donc chercher leurs serveuses et serveurs.
g187147-d2174563-r234071343,g187147-d2174563-r234071343:4,Aucun professionnalisme.
g187147-d2174563-r234071343,g187147-d2174563-r234071343:5,"Au niveau de la cuisine,"
g187147-d2174563-r234071343,g187147-d2174563-r234071343:6,Le congelé règne en maître.
g187147-d2174563-r234071343,g187147-d2174563-r234071343:7,La fraîcheur douteuse.Desserts industriels.
g187147-d2174563-r234071343,g187147-d2174563-r234071343:8,Uniquement pour prendre un verre en terrasse et dîner AILLEURS.
g187147-d2206833-r245896157,g187147-d2206833-r245896157:0,"Petite brasserie, carte sympa et bien achalandée, les serveurs ne sont pas très sympathiques, rendement avant tout."
g187147-d2206833-r245896157,g187147-d2206833-r245896157:1,"Le plat du jour est correctement servi, le gratin sent l'ail a 3 mètres."
g187147-d2206833-r245896157,g187147-d2206833-r245896157:2,Un verre de vin servi presque gelé.
g187147-d2238430-r248664703,g187147-d2238430-r248664703:0,"Le spaguetti carbonara qui baigne dans la crème complètement liquide, l'accueil pas très agréable, je n'y retournerais pas."
g187147-d2239316-r239304403,g187147-d2239316-r239304403:0,Quelle surprise au regard de la renommée de cette brasserie-restaurant où certes les serveurs ont gardé le style des grandes brasseries mais le service est un peu direct et la cuisine n'est véritablement pas à la hauteur de l'addition car sans se déplacer bien loin on trouve d'autres tables qui eux parfois à l'écart des grandes tours restent raisonnables mais respectent la clientèle
g187147-d2239316-r239304403,g187147-d2239316-r239304403:1,tant par la qualité des mets que par l'accueil;
g187147-d2239316-r239304403,g187147-d2239316-r239304403:2,"En résumé, si vous pouvez éviter ce piège à touristes n'hésitez pas."
g187147-d2254367-r266862241,g187147-d2254367-r266862241:0,"Dans ce quartier très touristique, ce petit restaurant sans prétention propose des plats peu onéreux et même une formule menu très accessible."
g187147-d2254367-r266862241,g187147-d2254367-r266862241:1,Certes il ne s'agit pas de grande cuisine mais le rapport qualité/prix est tout à fait honnête.
g187147-d2346326-r232711313,g187147-d2346326-r232711313:0,Un excellent emplacement avec un fort potentiel mais tout a été nul.
g187147-d2346326-r232711313,g187147-d2346326-r232711313:1,"Énorme attente pour prendre la commande et quand le serveur vient enfin, il prend la commande des derniers arrivés."
g187147-d2346326-r232711313,g187147-d2346326-r232711313:2,Longue attente encore pour avoir ses boissons.
g187147-d2346326-r232711313,g187147-d2346326-r232711313:3,Beaucoup de personnes ont perdu patience et sont partis.
g187147-d2346326-r232711313,g187147-d2346326-r232711313:4,"Serveurs pas aimables du tout, aucune classe."
g187147-d2346326-r232711313,g187147-d2346326-r232711313:5,Le pire a été au moment de payer.
g187147-d2346326-r232711313,g187147-d2346326-r232711313:6,"Vu la lenteur pour qu'un serveur vienne jusqu'à nous, nous nous sommes dirigés vers les caisses pour payer."
g187147-d2346326-r232711313,g187147-d2346326-r232711313:7,Un des serveurs a été rapide cette fois ci en venant vers nous car il avait l'air de penser qu'on allait partir sans payer.
g187147-d2346326-r232711313,g187147-d2346326-r232711313:8,Il nous a jeté un regard peu appréciable.
g187147-d2346326-r232711313,g187147-d2346326-r232711313:9,Vraiment le service aura été horrible du début jusqu'à la fin et ceux pour la plupart des clients qui étaient installés autour de nous.
g187147-d2346326-r232711313,g187147-d2346326-r232711313:10,Fuyezzzz
g187147-d2352281-r224731425,g187147-d2352281-r224731425:0,"Ils nous ont donné le mauvais plat, ensuite quand ils l'ont changé, le plat était froid."
g187147-d2352281-r224731425,g187147-d2352281-r224731425:1,"On a commandé un moelleux au chocolat, un plat généralement difficile a rater, mais il était pas moelleux et il avait pas de goût."
g187147-d2431919-r245399220,g187147-d2431919-r245399220:0,"Service de tres bonne qualité, restaurant agreable et cuisine delicieuse !"
g187147-d2431919-r245399220,g187147-d2431919-r245399220:1,"Les produits sont frais et de saison, cest un regal !"
g187147-d2431919-r245399220,g187147-d2431919-r245399220:2,Jy retournerai a coup sur pour decouvrir les autres plats de la carte.
g187147-d2431919-r275486883,g187147-d2431919-r275486883:0,Nous sommes allés diner dans ce restaurant à l'improviste nous y retournerons sans souci !
g187147-d2431919-r275486883,g187147-d2431919-r275486883:1,Très bonne carte avec des plats simples mais recherchés.
g187147-d2431919-r275486883,g187147-d2431919-r275486883:2,Les serveurs sont vraiment très sympa et accueillant.
g187147-d2431919-r275486883,g187147-d2431919-r275486883:3,Un délice dans ce quartier ou beaucoup de restaurants sont des pièges à touristes.
g187147-d2431919-r275486883,g187147-d2431919-r275486883:4,Je recommande vivement!
g187147-d2477816-r282304814,g187147-d2477816-r282304814:0,"J'y viens souvent le midi, crèpes excellentes et très grands choix."
g187147-d2477816-r282304814,g187147-d2477816-r282304814:1,Les galettes sont savoureuses et à prix très raisonnables.
g187147-d2477816-r282304814,g187147-d2477816-r282304814:2,Service sympathique.
g187147-d2481163-r210591775,g187147-d2481163-r210591775:0,"rien de transcendant; rapport qualité prix à peine moyen, ils sont tous comme ça dans la rue."
g187147-d2481163-r210591775,g187147-d2481163-r210591775:1,"propreté limite, toilettes à éviter."
g187147-d2481163-r210591775,g187147-d2481163-r210591775:2,ne pas hésiter à faire quelques centaines de mètres supplémentaires.
g187147-d2520468-r190596033,g187147-d2520468-r190596033:0,"Très bon accueil, carte de brasserie complète, bon rapport qualité prix, cadre agréable."
g187147-d2520468-r190596033,g187147-d2520468-r190596033:1,"Service très sympathique et efficace, nous avons été servi en moins de 10min un vendredi soir à 20h."
g187147-d2520468-r190596033,g187147-d2520468-r190596033:2,"Qualité des plats très correcte, ma pièce du boucher était très bonne et tendre, et ma panna cotta délicieuse."
g187147-d2520468-r190596033,g187147-d2520468-r190596033:3,Evidemment ce n'est pas un resto gastronomique mais ce n'est pas ce qu'on lui demande!
g187147-d2528029-r177289336,g187147-d2528029-r177289336:0,"Des produits simples mais bons (oeufs au plat, tomates rôties et bacon), puis cheesecake maison réussi."
g187147-d2528029-r177289336,g187147-d2528029-r177289336:1,Le bémol fut l'attente et les serveurs sympathiques mais un peu dépassés
g187147-d2528029-r177289336,g187147-d2528029-r177289336:2,
g187147-d2620480-r270783301,g187147-d2620480-r270783301:0,"Repas de qualité et fait maison, très bon rapport qualité prix, juste à côté de la tour eiffel."
g187147-d2620480-r270783301,g187147-d2620480-r270783301:1,Accueil très sympathique.
g187147-d2620480-r270783301,g187147-d2620480-r270783301:2,J'ai tendance à avoir des apprioris sur les repas dans les brasseries mais la nous avons été satisfait.
g187147-d2694960-r242979898,g187147-d2694960-r242979898:0,"Cuisine surgelée, de mauvaise qualité."
g187147-d2694960-r242979898,g187147-d2694960-r242979898:1,Mauvaise cuisson des aliments.
g187147-d2694960-r242979898,g187147-d2694960-r242979898:2,Pas de responsable dans le restaurant pour répondre à nos demandes.
g187147-d2694960-r242979898,g187147-d2694960-r242979898:3,Toutefois le service est très agréable
g187147-d2709368-r193257030,g187147-d2709368-r193257030:0,J'ai adoré ce restaurant!
g187147-d2709368-r193257030,g187147-d2709368-r193257030:1,"Petit et chaleureux, nous avons super bien mangé!"
g187147-d2709368-r193257030,g187147-d2709368-r193257030:2,"Le service était au TOP, l'accueil génial, notre plat excellent!"
g187147-d2709368-r193257030,g187147-d2709368-r193257030:3,Je le recommande à tout le monde!
g187147-d2709368-r237421992,g187147-d2709368-r237421992:0,"Nous nous sommes arrêtés par hasard devant le restaurant, qui ne paye pas de mine de l'extérieur."
g187147-d2709368-r237421992,g187147-d2709368-r237421992:1,Quelle bonne surprise !
g187147-d2709368-r237421992,g187147-d2709368-r237421992:2,"Des produits, frais, joliment présentés et très bons."
g187147-d2709368-r237421992,g187147-d2709368-r237421992:3,"L'ensemble faisait preuve d'originalité sans être prétentieux, pour une somme très correcte."
g187147-d3175080-r233973764,g187147-d3175080-r233973764:0,Les tarifs sont au dessus de la moyenne Parisienne au regard de la prestation tout aussi banale.
g187147-d3175080-r233973764,g187147-d3175080-r233973764:1,Le bémol significatif comme d autres l ont confirmé en amont dans les commentaires : l accueil et le service....PAS UN SOURIRE.
g187147-d3175080-r233973764,g187147-d3175080-r233973764:2,..rien.
g187147-d3175080-r233973764,g187147-d3175080-r233973764:3,.. servi avec un lance pierre !
g187147-d3175080-r233973764,g187147-d3175080-r233973764:4,Pas un merci ... quelle tristesse.
g187147-d3175080-r233973764,g187147-d3175080-r233973764:5,Alors en cas d'absolue nécessité uniquement pour la survie sinon cherchez dans les abords immédiats.
g187147-d3175080-r233973764,g187147-d3175080-r233973764:6,Pour rencontrer des gens beaucoup plus sympas.
g187147-d3188499-r243581235,g187147-d3188499-r243581235:0,Une catastrophe à éviter absolument.
g187147-d3188499-r243581235,g187147-d3188499-r243581235:1,"Nous y sommes allés avant un spectacle, les serveurs sont débordés et désagréables, un vrai cliché parisien!"
g187147-d3188499-r243581235,g187147-d3188499-r243581235:2,Un serveur qui avait servi deux fois la commande à une table voisine a juste crié sur ses clientes.
g187147-d3188499-r243581235,g187147-d3188499-r243581235:3,"Quant à nous, notre passage par les toilettes était mémorable, une heure d'attente (salle géante, 4 toilettes pour tout le monde, bien joué), une odeur nauséabonde et franchement une propreté plus que limite."
g187147-d3188499-r243581235,g187147-d3188499-r243581235:4,"Ensuite, remontant dans la salle, un serveur énervé de nous entendre dire ""il n'y a pas de serviettes pour s'essuyer les mains en bas"" fait un croche-patte à mon mari, qui manque de s'étaler de tout son long par terre."
g187147-d3188499-r243581235,g187147-d3188499-r243581235:5,Une agression inutile qui nous a gaché la soirée.
g187147-d3188499-r243581235,g187147-d3188499-r243581235:6,"Bref, nous n'y retournerons jamais."
g187147-d3215707-r208333865,g187147-d3215707-r208333865:0,Ambiance et cadre très sympa!
g187147-d3215707-r208333865,g187147-d3215707-r208333865:1,"Mais surtout des produits frais, enfin de vraies frites qui ne baignent pas dans l'huile, de la salade fraiche et un bon petit dessert!!"
g187147-d3215707-r208333865,g187147-d3215707-r208333865:2,A recommander.
g187147-d3215707-r208333865,g187147-d3215707-r208333865:3,Perso j'avais pris le tournedos à 16 euros.
g187147-d3215707-r208333865,g187147-d3215707-r208333865:4,Très bon rapport qualité prix!
g187147-d3216867-r254353823,g187147-d3216867-r254353823:0,Le seul bon point le cadre très sympa.
g187147-d3216867-r254353823,g187147-d3216867-r254353823:1,Même en pleine hiver nous avons pu manger en terrasse grâce au chauffage extérieur.
g187147-d3216867-r254353823,g187147-d3216867-r254353823:2,"Sinon c'est simple tout ce qui n'est pas préparer est bon, le reste sans saveur."
g187147-d3216867-r254353823,g187147-d3216867-r254353823:3,Cocktail trop sucré vs bon vin.
g187147-d3216867-r254353823,g187147-d3216867-r254353823:4,Plateau de fromage charcuterie très bon vs Bruchetas et pâte sans goût.
g187147-d3216867-r254353823,g187147-d3216867-r254353823:5,"Mais surtout le pire nos plats sont arrivés avant l'entrée, nous avons donc signalé que nous n'avions pas eu l'entrée."
g187147-d3216867-r254353823,g187147-d3216867-r254353823:6,Nos entrée sont donc arrivées puis nos plats après une très longue attente alors que c'était les assiettes arrivées trop tôt qu'ils ont réchauffées... Des pâtes froides au dessus et qui fument en dessous = micro-onde.
g187147-d3216867-r254353823,g187147-d3216867-r254353823:7,Un pain qui sut de l'eau = micro onde.
g187147-d3216867-r254353823,g187147-d3216867-r254353823:8,Ils n'ont donc pas pris la peine de refaire nos assiettes.
g187147-d3216867-r254353823,g187147-d3216867-r254353823:9,Bref les plats préparés ne sont pas bon et ils se moquent des clients.
g187147-d3334046-r158441962,g187147-d3334046-r158441962:0,"Cuisine très quelconque dans un cadre pourtant ""bon chic bon genre""."
g187147-d3334046-r158441962,g187147-d3334046-r158441962:1,Les vins y sont très chers.
g187147-d3334046-r158441962,g187147-d3334046-r158441962:2,Le maître d'hôtel méprisant et grossier.
g187147-d3334046-r158441962,g187147-d3334046-r158441962:3,A fuir absolument !
g187147-d3349129-r221743802,g187147-d3349129-r221743802:0,Nous y sommes allé hier soir et nous avons été plus que déçus..
g187147-d3349129-r221743802,g187147-d3349129-r221743802:1,"Service lamentable, viandes médiocres et note très salée!"
g187147-d3349129-r221743802,g187147-d3349129-r221743802:2,A éviter de toute urgence!
g187147-d3412675-r163663857,g187147-d3412675-r163663857:0,Si vous voulez vous régaler de la mise en bouche au dessert n'hésitez pas à pousser la porte et de demander une table à l'étage.
g187147-d3412675-r163663857,g187147-d3412675-r163663857:1,Pour les connaisseurs en dessert il faut surtout prendre le mille fleuilles au fruit rouge.
g187147-d3412675-r163663857,g187147-d3412675-r163663857:2,"Vous ne pouvez pas lècher l'assiette car cela ne se fait pas, mais vous avez beaucoup de regret que votre dessert soit terminer."
g187147-d3412675-r180902470,g187147-d3412675-r180902470:0,"Ne pas se fier à l'entrée vide, tout se passe à l'étage."
g187147-d3412675-r180902470,g187147-d3412675-r180902470:1,"Belle déco, faible éclairage, accueil décontracté."
g187147-d3412675-r180902470,g187147-d3412675-r180902470:2,Nous avons testé le menu dégustation à 70€.
g187147-d3412675-r180902470,g187147-d3412675-r180902470:3,Il comprend 8 plats surprises et une amuse-bouche.
g187147-d3412675-r180902470,g187147-d3412675-r180902470:4,Le service est rapide.
g187147-d3412675-r180902470,g187147-d3412675-r180902470:5,"Les petites quantités des entrées sont frustrantes, car les saveurs sont excellentes mais elles sont bien dosées pour arriver jusqu'au dessert."
g187147-d3412675-r180902470,g187147-d3412675-r180902470:6,Les produits sont de saison.
g187147-d3412675-r180902470,g187147-d3412675-r180902470:7,Le chef maîtrise les mélanges de goûts et de textures.
g187147-d3412675-r180902470,g187147-d3412675-r180902470:8,Cela manque peut-être un peu d'originalité mais on se régale tout de même.
g187147-d3498968-r240263031,g187147-d3498968-r240263031:0,"Une bonne cuisine Française dans ce restaurant, un lieu très chaleureux, un bon service que demander de plus?"
g187147-d3498968-r240263031,g187147-d3498968-r240263031:1,Je retournerais avec un grand plaisir dans ce restaurant.
g187147-d3628421-r258912116,g187147-d3628421-r258912116:0,Brasserie parisienne de quartier ni plus ni moins.
g187147-d3628421-r258912116,g187147-d3628421-r258912116:1,Les plats sont corrects tout comme le service et l'ambiance.
g187147-d3628421-r258912116,g187147-d3628421-r258912116:2,Rien de négatif à dire sur ce restaurant mais il ne sort pas de l'ordinaire.
g187147-d3673580-r235127999,g187147-d3673580-r235127999:0,Nous y étions un samedi soir.
g187147-d3673580-r235127999,g187147-d3673580-r235127999:1,"Deco pas mal, musique pour les 30/40 ans assez sympa."
g187147-d3673580-r235127999,g187147-d3673580-r235127999:2,Bons cocktails et barman très sympa.
g187147-d3673580-r235127999,g187147-d3673580-r235127999:3,"Choix de plats très classique, et qualité des plats médiocre."
g187147-d3673580-r235127999,g187147-d3673580-r235127999:4,"Service très perfectible (lent, et mal organisé)."
g187147-d3673580-r235127999,g187147-d3673580-r235127999:5,Je n'y retournerai pas sauf pour prendre un verre je pense.
g187147-d3682234-r283088970,g187147-d3682234-r283088970:0,"Le restaurant est très bien situé, proche du Sacré Coeur."
g187147-d3682234-r283088970,g187147-d3682234-r283088970:1,Le service n'est pas très agréable mais est rapide !
g187147-d3682234-r283088970,g187147-d3682234-r283088970:2,La pizza capricioza était bonne mais pas exceptionnel.
g187147-d3682234-r283088970,g187147-d3682234-r283088970:3,"Pour la salade, mon ami avait pris une salade, le prix était un peu élevé pour une salade verte et 2 tranches de jambon sous vide."
g187147-d3693829-r248014416,g187147-d3693829-r248014416:0,Bel endroit !
g187147-d3693829-r248014416,g187147-d3693829-r248014416:1,Entrées a partager : tres bonnes !
g187147-d3693829-r248014416,g187147-d3693829-r248014416:2,Par contre les plats : attention !
g187147-d3693829-r248014416,g187147-d3693829-r248014416:3,Portions ridicules!
g187147-d3693829-r248014416,g187147-d3693829-r248014416:4,Et donc super cher pour ce que c'est !
g187147-d3693829-r248014416,g187147-d3693829-r248014416:5,"Et gout , pas du tout a la hauteur du prix !"
g187147-d3693829-r248014416,g187147-d3693829-r248014416:6,Decevant coté cuisine !
g187147-d3720862-r227057598,g187147-d3720862-r227057598:0,"Comment peut-on dire cuisine maison avec ces asperges en boite ,son boeuf bourguignon rempli de bas morceaux .....ces escargots decongeles etc ...cuisine française vraiment?"
g187147-d3720862-r227057598,g187147-d3720862-r227057598:1,"j'y suis venue par hasard avec mon fils et n'y mettrais plus les pieds malheureusement des étrangers sont venus eux aussi ,les pauvres !! l'accueil est médiocre et les prix bien trop eleves pour la qualité."
g187147-d3720862-r227057598,g187147-d3720862-r227057598:2,A bannir absolument.
g187147-d3879173-r270122012,g187147-d3879173-r270122012:0,"C'était pas mal mais malgré leur originalité et leur belle présentation, j'ai été un peu déçu par les plats : artichauts en boîte (les boîtes sont en bas de l'escalier...), viande un peu trop cuite, vins chers."
g187147-d3879173-r270122012,g187147-d3879173-r270122012:1,"Ceci dit, la bonne humeur de la serveuse et la présentation des plats rattrapent un peu cet avis mitigé."
g187147-d3982598-r229977371,g187147-d3982598-r229977371:0,"Cela fait plusieurs fois qu'on y vient et on n'est jamais déçus, ni les proches qu'on y amène."
g187147-d3982598-r229977371,g187147-d3982598-r229977371:1,Leur couscous est vraiment excellent.
g187147-d3982598-r229977371,g187147-d3982598-r229977371:2,"Les boulettes sont délicieuses, les brochettes d'agneau également."
g187147-d3982598-r229977371,g187147-d3982598-r229977371:3,Deux sortes de mélanges de légumes sont proposées en accompagnement.
g187147-d3982598-r229977371,g187147-d3982598-r229977371:4,"La suggestion du chef change régulièrement et la dernière en date, couscous méchoui est particulièrement bonne."
g187147-d3982598-r229977371,g187147-d3982598-r229977371:5,"Pour ne rien gâcher, le cadre est agréable et le service attentionné."
g187147-d3982598-r229977371,g187147-d3982598-r229977371:6,A tester absolument et venez en ayant très très faim !
g187147-d3989748-r275822551,g187147-d3989748-r275822551:0,Les tapas sont excellents...La charcuterie est de qualité aussi.
g187147-d3989748-r275822551,g187147-d3989748-r275822551:1,Tout nous a donné envie...Rien à dire!
g187147-d3989748-r275822551,g187147-d3989748-r275822551:2,Service agréable qui plus est.
g187147-d3989748-r275822551,g187147-d3989748-r275822551:3,Bonne petite adresse!
g187147-d4235143-r220435098,g187147-d4235143-r220435098:0,Ni brasserie ni restaurant.
g187147-d4235143-r220435098,g187147-d4235143-r220435098:1,Un simple café de quartier qui s'improvise restaurateur.
g187147-d4235143-r220435098,g187147-d4235143-r220435098:2,Des salades insipides et des plats réchauffés (mal).
g187147-d4235143-r220435098,g187147-d4235143-r220435098:3,Carte des vins inexistante.
g187147-d4235143-r220435098,g187147-d4235143-r220435098:4,Desserts industriels.
g187147-d4271736-r164730477,g187147-d4271736-r164730477:0,"On a l'impression que tout est improvisé, qu'il n'y a pas de compétence ni au niveau accueil, ni au niveau service, ni au niveau cuisine (plats surgelés)."
g187147-d4271736-r164730477,g187147-d4271736-r164730477:1,Ambiance sonore beaucoup trop élevée pour un restaurant.
g187147-d4271736-r164730477,g187147-d4271736-r164730477:2,"Dommage pour eux, on n'a pas envie de renouveler l'expérience."
g187147-d4271843-r202457064,g187147-d4271843-r202457064:0,"la pire expérience culinaire de Paris, avec une addition astronomique : ravioles de homard à 20 euros ( les ravioles devaient avoir au moins 3 jours) puis dos de cabillaud pas cuit sur veilles pommes de terre, assorti de roquette pas fraiche à 47 euros."
g187147-d4271843-r202457064,g187147-d4271843-r202457064:1,Nous n'avons pas pris de dessert.
g187147-d4271843-r202457064,g187147-d4271843-r202457064:2,La décoration est horrible.
g187147-d4271843-r202457064,g187147-d4271843-r202457064:3,a proscrire !
g187147-d4272002-r260711186,g187147-d4272002-r260711186:0,"Accueil très froid, la patronne est très antipathique et agressive."
g187147-d4272002-r260711186,g187147-d4272002-r260711186:1,On avait l'impression de la déranger en demandant de la mayonnaise ou de la moutarde.
g187147-d4272002-r260711186,g187147-d4272002-r260711186:2,"Le pavé de rumsteack commandé à point était trop cuit, on a trouvé un cheveu dans un hamburger ce qui n'a pas semblé les choquer."
g187147-d4272002-r260711186,g187147-d4272002-r260711186:3,Le rosé était tiède.
g187147-d4272002-r260711186,g187147-d4272002-r260711186:4,Nous n'y retournerons pas et ne leur ferons pas de publicité
g187147-d4469705-r220591154,g187147-d4469705-r220591154:0,Manifestement ce restaurant a préféré tout miser sur le cadre au détriment de la cuisine !
g187147-d4469705-r220591154,g187147-d4469705-r220591154:1,"Burger hyper sec, mal cuit, frites sans goût à part celui de l'huile, bière chaude... service assez sympathique et qui semblait presque plus navré que nous du naufrage total de cette soirée."
g187147-d4469705-r220591154,g187147-d4469705-r220591154:2,Assurément à éviter.
g187147-d4469705-r220591154,g187147-d4469705-r220591154:3,Ah !
g187147-d4469705-r220591154,g187147-d4469705-r220591154:4,"J'oubliais : si vous trouvez votre cheeseburger à 14,50€ trop sec, on vous signale que vous auriez pu rajouter une feuille de salade ou un cornichon... facturés 0,50€ !"
g187147-d4469705-r220591154,g187147-d4469705-r220591154:5,Tout est dit.
g187147-d4469705-r220591154,g187147-d4469705-r220591154:6,Rideau.
g187147-d4471415-r270717110,g187147-d4471415-r270717110:0,"Un croque monsieur sans frite avec de la salade en sachet, évidement sans saveur..."
g187147-d4471415-r270717110,g187147-d4471415-r270717110:1,Je vous parler pas du prix...
g187147-d4471415-r270717110,g187147-d4471415-r270717110:2,"On trouve un chewing-gum collé au fond de notre verre d'eau, la serveuse ne s'excuse pas et met la faute sur le lave-vaisselle... on nous propose même pas un geste commercial il faut le demander au manager qui ne peut que nous offrir un café (mais on bois pas de café...)."
g187147-d4471415-r270717110,g187147-d4471415-r270717110:3,"Encore une fois ce restau semble être la brasserie à touriste typiquement parisienne qui achète ses produits de basse qualité chez ""métro""et vous les fait payer un blinde !"
g187147-d4471415-r270717110,g187147-d4471415-r270717110:4,Pauvre touriste !
g187147-d5225776-r279485100,g187147-d5225776-r279485100:0,On y est allé pour un déjeuner.
g187147-d5225776-r279485100,g187147-d5225776-r279485100:1,Accueil rapide et courtois.
g187147-d5225776-r279485100,g187147-d5225776-r279485100:2,"Les plats, bien présentés, colorés et ragoutants, étaient copieux et savoureux."
g187147-d5225776-r279485100,g187147-d5225776-r279485100:3,Desserts originaux et légers.
g187147-d5225776-r279485100,g187147-d5225776-r279485100:4,"Nous n'avons pas pris de vin, je n'ai donc pas d'avis sur le sujet."
g187147-d5547664-r279984913,g187147-d5547664-r279984913:0,"A l'heure où le Marais se transforme, change de visage et pas forcément dans le meilleur sens du terme, un vrai découverte ce soir !! Je confirme que depuis bien des années je n'ai pas aussi bien mangé dans ce quartier que ce soir !"
g187147-d5547664-r279984913,g187147-d5547664-r279984913:1,"Un grand remerciement pour cette cuisine riche moderne et pleine de saveur, merci également à l'accueil au service, la gentillesse et le professionnalisme du personnel merci et merci encore"
g187147-d5547664-r279984913,g187147-d5547664-r279984913:2,
g187147-d5943832-r254846937,g187147-d5943832-r254846937:0,Bien évidemment que l'on paie l'emplacement mais ce n'est pas une raison.
g187147-d5943832-r254846937,g187147-d5943832-r254846937:1,"La choucroute, le produit phare, est acide et se mange sans réel plaisir....c'est dommage avec un tel potentiel de ne pas faire mieux."
g187147-d5943832-r254846937,g187147-d5943832-r254846937:2,Service correct et rapide il ne manque pas grand chose.
